student_id,section_id,subject,course_code,component,is_anchor,units
1978,EE-372-LEC-01,EE,372,LEC,True,5
1978,MUSIC-300K-SEM-01,MUSIC,300K,SEM,True,3
3867,CS-212-LEC-01,CS,212,LEC,True,4
3867,COMM-245-LEC-01,COMM,245,LEC,True,5
3867,STATS-292-LEC-01,STATS,292,LEC,True,3
3867,CHEM-359-SEM-01,CHEM,359,SEM,True,1
3867,CHEMENG-345-LEC-01,CHEMENG,345,LEC,True,3
1738,HISTORY-311M-WKS-01,HISTORY,311M,WKS,True,1
1738,CEE-262E-LEC-01,CEE,262E,LEC,True,3
1738,BIO-220-LEC-01,BIO,220,LEC,True,3
1738,BIO-220-LBS-02,BIO,220,LBS,False,0
1738,MS&E-242-LEC-01,MS&E,242,LEC,True,3
1738,ENGR-306-LEC-01,ENGR,306,LEC,True,2
1738,ENGR-306-LBS-02,ENGR,306,LBS,False,0
1738,EE-379B-LEC-01,EE,379B,LEC,True,3
6354,HISTORY-319-COL-01,HISTORY,319,COL,True,4
6354,MUSIC-323-SEM-01,MUSIC,323,SEM,True,3
6354,ENGR-103-PRA-02,ENGR,103,PRA,True,3
6354,MS&E-472-COL-01,MS&E,472,COL,True,1
6354,FILMEDIA-152B-SEM-01,FILMEDIA,152B,SEM,True,5
4750,ENGR-203-PRA-03,ENGR,203,PRA,True,3
4750,CHEMENG-345-LEC-01,CHEMENG,345,LEC,True,3
4750,BIOE-230-LEC-01,BIOE,230,LEC,True,4
4750,ME-354-LEC-01,ME,354,LEC,True,3
3953,CS-448Z-LEC-01,CS,448Z,LEC,True,4
3953,HISTORY-252B-SEM-01,HISTORY,252B,SEM,True,5
3953,MS&E-342-LEC-01,MS&E,342,LEC,True,3
3953,HISTORY-351F-COL-01,HISTORY,351F,COL,True,5
5431,CS-321M-LEC-01,CS,321M,LEC,True,3
5431,PHIL-154-LEC-01,PHIL,154,LEC,True,4
5431,PHIL-154-DIS-02,PHIL,154,DIS,False,0
5431,MATH-232-LEC-01,MATH,232,LEC,True,3
5431,ME-354-LEC-01,ME,354,LEC,True,3
5431,MUSIC-324-COL-01,MUSIC,324,COL,True,1
5431,MUSIC-310-SEM-01,MUSIC,310,SEM,True,4
5010,MS&E-338-LEC-01,MS&E,338,LEC,True,3
5010,PHIL-252-LEC-01,PHIL,252,LEC,True,4
5010,ENGR-203-PRA-06,ENGR,203,PRA,True,3
5010,MS&E-435-SEM-01,MS&E,435,SEM,True,1
5010,BIOE-201C-LEC-01,BIOE,201C,LEC,True,3
5010,BIOE-313-LEC-01,BIOE,313,LEC,True,3
4687,HISTORY-204G-COL-01,HISTORY,204G,COL,True,5
4687,PHIL-280-LEC-01,PHIL,280,LEC,True,4
4687,MUSIC-300K-SEM-01,MUSIC,300K,SEM,True,4
4687,CHEM-33-LEC-01,CHEM,33,LEC,True,5
4687,CHEM-33-LBS-11,CHEM,33,LBS,False,0
415,CHEM-300-COL-01,CHEM,300,COL,True,1
415,POLISCI-411C-WKS-01,POLISCI,411C,WKS,True,1
415,ANTHRO-232-SEM-01,ANTHRO,232,SEM,True,5
415,HISTORY-311M-WKS-01,HISTORY,311M,WKS,True,1
415,HISTORY-255D-COL-01,HISTORY,255D,COL,True,5
1,HISTORY-365-COL-01,HISTORY,365,COL,True,5
1,ANTHRO-444-SEM-01,ANTHRO,444,SEM,True,1
1,SYMSYS-205-SEM-01,SYMSYS,205,SEM,True,3
1,ANTHRO-314E-SEM-01,ANTHRO,314E,SEM,True,4
1,MATH-283C-LEC-01,MATH,283C,LEC,True,3
6620,ENGR-203-PRA-02,ENGR,203,PRA,True,3
6620,HISTORY-208-COL-01,HISTORY,208,COL,True,5
6620,BIOE-396-SEM-01,BIOE,396,SEM,True,2
6620,SOC-229X-LEC-01,SOC,229X,LEC,True,5
1379,ENGR-203-PRA-03,ENGR,203,PRA,True,3
1379,PHYSICS-352-LEC-01,PHYSICS,352,LEC,True,3
1379,COMM-224-LEC-01,COMM,224,LEC,True,5
1379,ENGLISH-239-SEM-01,ENGLISH,239,SEM,True,3
2909,BIOE-230-LEC-01,BIOE,230,LEC,True,4
2909,CS-321M-LEC-01,CS,321M,LEC,True,3
2909,MUSIC-310-SEM-01,MUSIC,310,SEM,True,5
2909,ENGLISH-348-SEM-01,ENGLISH,348,SEM,True,4
3461,CHEM-359-SEM-01,CHEM,359,SEM,True,1
3461,ENGR-40M-LEC-01,ENGR,40M,LEC,True,5
3461,ME-360-LEC-01,ME,360,LEC,True,3
3461,BIOE-260-LEC-01,BIOE,260,LEC,True,4
3461,MS&E-250B-WKS-01,MS&E,250B,WKS,True,3
5032,EE-392C-SEM-01,EE,392C,SEM,True,3
5032,ME-360-LEC-01,ME,360,LEC,True,3
5032,CS-377P-LEC-01,CS,377P,LEC,True,2
5032,PUBLPOL-205-LEC-01,PUBLPOL,205,LEC,True,5
5032,PUBLPOL-205-DIS-02,PUBLPOL,205,DIS,False,0
5032,ENGR-319-COL-01,ENGR,319,COL,True,1
5032,CEE-248-LEC-01,CEE,248,LEC,True,2
5176,CS-221-LEC-01,CS,221,LEC,True,4
5176,ENGLISH-329-SEM-01,ENGLISH,329,SEM,True,5
5176,EARTHSYS-209-LEC-01,EARTHSYS,209,LEC,True,2
5176,MS&E-256-LEC-01,MS&E,256,LEC,True,3
3183,PHIL-281C-LEC-01,PHIL,281C,LEC,True,4
3183,CEE-314-LEC-01,CEE,314,LEC,True,3
3183,ANTHRO-233-SEM-01,ANTHRO,233,SEM,True,3
3183,CHEM-299-LEC-01,CHEM,299,LEC,True,3
3183,CHEM-299-DIS-02,CHEM,299,DIS,False,0
3183,CEE-297M-LEC-01,CEE,297M,LEC,True,2
3183,DATASCI-294B-SEM-01,DATASCI,294B,SEM,True,3
67,CEE-216-SEM-01,CEE,216,SEM,True,1
67,EE-256-LEC-01,EE,256,LEC,True,4
67,BIOE-313-LEC-01,BIOE,313,LEC,True,3
67,CS-448Z-LEC-01,CS,448Z,LEC,True,4
67,EE-334-LEC-01,EE,334,LEC,True,3
67,CHEMENG-467-LEC-01,CHEMENG,467,LEC,True,3
6206,POLISCI-238T-SEM-01,POLISCI,238T,SEM,True,5
6206,MATH-232-LEC-01,MATH,232,LEC,True,3
6206,HISTORY-355D-COL-01,HISTORY,355D,COL,True,5
6206,EE-292E-SEM-01,EE,292E,SEM,True,1
4094,POLISCI-353C-WKS-01,POLISCI,353C,WKS,True,1
4094,BIO-304-SEM-01,BIO,304,SEM,True,1
4094,ECON-315-SEM-01,ECON,315,SEM,True,2
4094,POLISCI-241K-SEM-01,POLISCI,241K,SEM,True,5
4094,ME-352C-LEC-01,ME,352C,LEC,True,3
4094,CEE-324-LEC-01,CEE,324,LEC,True,3
3256,POLISCI-290C-SEM-01,POLISCI,290C,SEM,True,5
3256,PSYCH-235-SEM-01,PSYCH,235,SEM,True,3
3256,COMM-369-SEM-01,COMM,369,SEM,True,3
3256,POLISCI-432R-SEM-01,POLISCI,432R,SEM,True,5
6589,PHIL-261C-LEC-01,PHIL,261C,LEC,True,4
6589,POLISCI-411C-WKS-01,POLISCI,411C,WKS,True,1
6589,TAPS-250T-SEM-01,TAPS,250T,SEM,True,4
6589,EARTHSYS-225-SEM-01,EARTHSYS,225,SEM,True,4
6589,EE-364B-LEC-01,EE,364B,LEC,True,3
6589,BIOE-361-LEC-01,BIOE,361,LEC,True,3
3129,CS-407-SEM-01,CS,407,SEM,True,2
3129,CEE-363F-LEC-01,CEE,363F,LEC,True,3
3129,ME-218C-LEC-01,ME,218C,LEC,True,5
3129,EE-292C-LEC-01,EE,292C,LEC,True,1
3129,CEE-241C-SEM-01,CEE,241C,SEM,True,1
3129,CS-377P-LEC-01,CS,377P,LEC,True,2
3129,CS-361-LEC-01,CS,361,LEC,True,4
1322,HISTORY-1C-LEC-01,HISTORY,1C,LEC,True,5
1322,HISTORY-1C-DIS-03,HISTORY,1C,DIS,False,0
1322,STATS-370-LEC-01,STATS,370,LEC,True,3
1322,ENGLISH-379A-SEM-01,ENGLISH,379A,SEM,True,5
3134,ECON-284-LEC-01,ECON,284,LEC,True,5
3134,MATH-228-LEC-01,MATH,228,LEC,True,3
3134,SYMSYS-205-SEM-01,SYMSYS,205,SEM,True,3
3134,HISTORY-252B-SEM-01,HISTORY,252B,SEM,True,5
3401,ANTHRO-286-SEM-01,ANTHRO,286,SEM,True,5
3401,PHYSICS-231-LEC-01,PHYSICS,231,LEC,True,3
3401,EE-267-LEC-01,EE,267,LEC,True,3
3401,CS-106B-LEC-01,CS,106B,LEC,True,5
3401,CS-106B-DIS-58,CS,106B,DIS,False,0
3401,CS-273B-LEC-01,CS,273B,LEC,True,3
3401,CS-273C-LEC-01,CS,273C,LEC,True,3
716,BIO-273H-SEM-01,BIO,273H,SEM,True,3
716,PHYSICS-295-LEC-01,PHYSICS,295,LEC,True,3
716,BIO-162-LEC-01,BIO,162,LEC,True,3
716,PHYSICS-332-LEC-01,PHYSICS,332,LEC,True,3
716,PHYSICS-374-LEC-01,PHYSICS,374,LEC,True,3
716,MS&E-260-LEC-01,MS&E,260,LEC,True,3
716,MS&E-250B-WKS-01,MS&E,250B,WKS,True,3
2807,ECON-52-LEC-01,ECON,52,LEC,True,5
2807,ECON-52-DIS-04,ECON,52,DIS,False,0
2807,BIO-315-SEM-01,BIO,315,SEM,True,1
2807,CEE-363B-LEC-01,CEE,363B,LEC,True,3
2807,ANTHRO-308-SEM-01,ANTHRO,308,SEM,True,5
6682,CEE-327S-SEM-01,CEE,327S,SEM,True,1
6682,MATH-235-LEC-01,MATH,235,LEC,True,3
6682,MS&E-256A-COL-01,MS&E,256A,COL,True,1
6682,EE-267-LEC-01,EE,267,LEC,True,4
6682,CEE-262H-LEC-01,CEE,262H,LEC,True,3
6682,ENGLISH-345-SEM-01,ENGLISH,345,SEM,True,5
6595,ANTHRO-308A-SEM-01,ANTHRO,308A,SEM,True,5
6595,PHYSICS-373-LEC-01,PHYSICS,373,LEC,True,3
6595,CS-407-SEM-01,CS,407,SEM,True,3
6595,CEE-279E-LEC-01,CEE,279E,LEC,True,3
6595,COMM-345-SEM-01,COMM,345,SEM,True,2
5860,ME-300C-LEC-01,ME,300C,LEC,True,3
5860,ENGLISH-139C-SEM-01,ENGLISH,139C,SEM,True,3
5860,CEE-363F-LEC-01,CEE,363F,LEC,True,3
5860,COMM-345-SEM-01,COMM,345,SEM,True,2
5860,HISTORY-319-COL-01,HISTORY,319,COL,True,5
4646,SOC-303-LAB-01,SOC,303,LAB,True,2
4646,SOC-325W-WKS-01,SOC,325W,WKS,True,2
4646,BIOE-374B-LEC-01,BIOE,374B,LEC,True,4
4646,ME-338-LEC-01,ME,338,LEC,True,3
4646,CS-220-SEM-01,CS,220,SEM,True,4
4853,ME-368B-LEC-01,ME,368B,LEC,True,4
4853,SOC-325W-WKS-01,SOC,325W,WKS,True,2
4853,EE-303-LEC-01,EE,303,LEC,True,3
4853,MS&E-233-LEC-01,MS&E,233,LEC,True,3
4853,MS&E-243-LEC-01,MS&E,243,LEC,True,3
1452,CEE-250-LEC-01,CEE,250,LEC,True,3
1452,EE-284A-LEC-01,EE,284A,LEC,True,3
1452,ME-339-LEC-01,ME,339,LEC,True,3
1452,ECON-325-SEM-01,ECON,325,SEM,True,2
1452,ME-300C-LEC-01,ME,300C,LEC,True,3
4452,PHIL-279B-LEC-01,PHIL,279B,LEC,True,4
4452,PSYCH-217-SEM-01,PSYCH,217,SEM,True,5
4452,CS-270-LEC-01,CS,270,LEC,True,3
4435,ME-367-LEC-01,ME,367,LEC,True,4
4435,HISTORY-265-COL-01,HISTORY,265,COL,True,5
4435,CS-338-LEC-01,CS,338,LEC,True,3
4435,PHIL-387-SEM-01,PHIL,387,SEM,True,4
2162,ECON-244-LEC-01,ECON,244,LEC,True,2
2162,BIO-251-LEC-01,BIO,251,LEC,True,3
2162,EE-282-LEC-01,EE,282,LEC,True,3
2162,ECON-355-SEM-01,ECON,355,SEM,True,3
2162,BIOE-235-LEC-01,BIOE,235,LEC,True,3
3906,CS-273D-LEC-01,CS,273D,LEC,True,2
3906,EE-292A-LEC-01,EE,292A,LEC,True,3
3906,CEE-363F-LEC-01,CEE,363F,LEC,True,3
3906,STATS-361-LEC-01,STATS,361,LEC,True,3
3906,CS-448Z-LEC-01,CS,448Z,LEC,True,4
3906,MS&E-355-LEC-01,MS&E,355,LEC,True,3
5544,STATS-361-LEC-01,STATS,361,LEC,True,3
5544,SOC-375W-WKS-01,SOC,375W,WKS,True,1
5544,EE-256-LEC-01,EE,256,LEC,True,4
5544,ENGLISH-372-SEM-01,ENGLISH,372,SEM,True,5
5544,BIO-231-LEC-01,BIO,231,LEC,True,3
4010,COMM-264-LEC-01,COMM,264,LEC,True,4
4010,PSYCH-205-SEM-01,PSYCH,205,SEM,True,3
4010,ENGLISH-90-WKS-02,ENGLISH,90,WKS,True,5
4010,COMM-277Y-SEM-01,COMM,277Y,SEM,True,5
2705,CS-349D-SEM-01,CS,349D,SEM,True,3
2705,BIOE-355-LEC-01,BIOE,355,LEC,True,3
2705,TAPS-158W-SEM-01,TAPS,158W,SEM,True,4
2705,CS-259Q-LEC-01,CS,259Q,LEC,True,3
6566,COMM-385-SEM-01,COMM,385,SEM,True,2
6566,ECON-391-SEM-01,ECON,391,SEM,True,2
6566,ENGLISH-290-WKS-01,ENGLISH,290,WKS,True,5
6566,POLISCI-353C-WKS-01,POLISCI,353C,WKS,True,1
6566,CHEM-279-LEC-01,CHEM,279,LEC,True,3
1437,BIOE-264-PRA-01,BIOE,264,PRA,True,3
1437,ECON-291-LEC-01,ECON,291,LEC,True,4
1437,POLISCI-299A-SEM-01,POLISCI,299A,SEM,True,5
4694,FILMEDIA-302-SEM-01,FILMEDIA,302,SEM,True,4
4694,FILMEDIA-302-DIS-03,FILMEDIA,302,DIS,False,0
4694,MS&E-338-LEC-01,MS&E,338,LEC,True,3
4694,ME-283-LEC-01,ME,283,LEC,True,3
4694,POLISCI-289E-SEM-01,POLISCI,289E,SEM,True,3
4694,SOC-343W-WKS-01,SOC,343W,WKS,True,3
1165,CS-131-LEC-01,CS,131,LEC,True,4
1165,SOC-256A-LEC-01,SOC,256A,LEC,True,4
1165,ENGLISH-329-SEM-01,ENGLISH,329,SEM,True,5
5108,PHIL-239-SEM-01,PHIL,239,SEM,True,2
5108,CS-281-LEC-01,CS,281,LEC,True,3
5108,PHYSICS-252-LEC-01,PHYSICS,252,LEC,True,3
5108,MATH-230C-LEC-01,MATH,230C,LEC,True,3
5108,CEE-324-LEC-01,CEE,324,LEC,True,2
2167,MS&E-435-SEM-01,MS&E,435,SEM,True,1
2167,STATS-307-LEC-01,STATS,307,LEC,True,3
2167,MS&E-489-WKS-01,MS&E,489,WKS,True,3
2167,PHYSICS-301-LAB-01,PHYSICS,301,LAB,True,3
2167,PHYSICS-301-LBS-02,PHYSICS,301,LBS,False,0
2167,STATS-270-LEC-01,STATS,270,LEC,True,3
2167,PSYCH-282-PRA-01,PSYCH,282,PRA,True,1
2167,EE-303-LEC-01,EE,303,LEC,True,3
1401,STATS-354-LEC-02,STATS,354,LEC,True,3
1401,SOC-206P-COL-01,SOC,206P,COL,True,4
1401,COLLEGE-113-SEM-08,COLLEGE,113,SEM,True,3
1401,SOC-305-SEM-01,SOC,305,SEM,True,1
1401,ECON-315-SEM-01,ECON,315,SEM,True,3
4950,MS&E-355-LEC-01,MS&E,355,LEC,True,3
4950,SOC-2-LEC-01,SOC,2,LEC,True,4
4950,CEE-263E-LEC-01,CEE,263E,LEC,True,3
4950,PHIL-284P-LEC-01,PHIL,284P,LEC,True,4
4874,EARTHSYS-295-SEM-01,EARTHSYS,295,SEM,True,1
4874,PSYCH-229-SEM-01,PSYCH,229,SEM,True,3
4874,MS&E-256A-COL-01,MS&E,256A,COL,True,1
4874,HISTORY-219-COL-01,HISTORY,219,COL,True,5
4874,PHIL-238W-LEC-01,PHIL,238W,LEC,True,4
1663,PSYCH-240-SEM-01,PSYCH,240,SEM,True,3
1663,SOC-340L-LAB-01,SOC,340L,LAB,True,1
1663,EE-384S-LEC-01,EE,384S,LEC,True,3
1663,SOC-361W-WKS-01,SOC,361W,WKS,True,3
1663,CS-212-LEC-01,CS,212,LEC,True,5
197,ECON-315-SEM-01,ECON,315,SEM,True,3
197,PHIL-81-LEC-01,PHIL,81,LEC,True,5
197,PHIL-81-DIS-03,PHIL,81,DIS,False,0
197,PHIL-254-LEC-01,PHIL,254,LEC,True,4
197,CHEMENG-345-LEC-01,CHEMENG,345,LEC,True,3
3686,CS-323-LEC-01,CS,323,LEC,True,4
3686,MS&E-250B-WKS-01,MS&E,250B,WKS,True,3
3686,CEE-314-LEC-01,CEE,314,LEC,True,3
3686,CEE-297M-LEC-01,CEE,297M,LEC,True,2
3686,ENGLISH-291-WKS-01,ENGLISH,291,WKS,True,5
6454,MS&E-221-LEC-01,MS&E,221,LEC,True,3
6454,MS&E-240-LEC-01,MS&E,240,LEC,True,3
6454,ENGLISH-379A-SEM-01,ENGLISH,379A,SEM,True,5
6454,BIOE-395-SEM-01,BIOE,395,SEM,True,3
1802,CEE-330-LEC-01,CEE,330,LEC,True,3
1802,ENGR-319-COL-01,ENGR,319,COL,True,1
1802,ANTHRO-114E-SEM-01,ANTHRO,114E,SEM,True,5
1802,EE-314A-LEC-01,EE,314A,LEC,True,3
1802,CS-221M-LEC-01,CS,221M,LEC,True,3
1802,BIO-304-SEM-01,BIO,304,SEM,True,1
1802,MS&E-472-COL-01,MS&E,472,COL,True,1
1802,ENGR-203-PRA-07,ENGR,203,PRA,True,3
2424,CS-347-LEC-01,CS,347,LEC,True,4
2424,CS-347-DIS-08,CS,347,DIS,False,0
2424,CHEM-299-LEC-01,CHEM,299,LEC,True,2
2424,CHEM-299-DIS-03,CHEM,299,DIS,False,0
2424,EE-363-LEC-01,EE,363,LEC,True,3
2424,ME-236-LEC-01,ME,236,LEC,True,3
2424,STATS-229-LEC-01,STATS,229,LEC,True,3
3527,CEE-363B-LEC-01,CEE,363B,LEC,True,3
3527,EE-292T-SEM-01,EE,292T,SEM,True,2
3527,MS&E-243-LEC-01,MS&E,243,LEC,True,3
3527,ENGR-203-PRA-02,ENGR,203,PRA,True,3
3527,MS&E-342-LEC-01,MS&E,342,LEC,True,3
3527,CEE-252-SEM-01,CEE,252,SEM,True,1
3527,ME-412-LEC-01,ME,412,LEC,True,3
4882,COMM-385-SEM-01,COMM,385,SEM,True,2
4882,EE-402T-LEC-01,EE,402T,LEC,True,1
4882,BIO-249-LEC-01,BIO,249,LEC,True,4
4882,EE-363-LEC-01,EE,363,LEC,True,3
4882,ECON-391-SEM-01,ECON,391,SEM,True,2
5903,MUSIC-250A-SEM-01,MUSIC,250A,SEM,True,3
5903,MUSIC-250A-LBS-03,MUSIC,250A,LBS,False,0
5903,ENGLISH-348-SEM-01,ENGLISH,348,SEM,True,4
5903,CS-360-LEC-01,CS,360,LEC,True,4
5903,MS&E-324-LEC-01,MS&E,324,LEC,True,3
